"Date","Pioggia (mm)","","Temp. aria (�C)","","Umid.relat. aria (%)","","Dir. Vento (�)","","Vel. Vento (m/s)","","Pressione atm. (hPa)","","Rad.Sol.Tot. (kJ/m2)",""
00:00:00 20/04/2013,        11.2,      1,         7.1,      1,        96.9,      1,         184,      1,         0.9,      1,       908.4,      1,      4207.1,      1
00:00:00 21/04/2013,         9.8,      1,         7.3,      1,        93.6,      1,         192,      1,         0.9,      1,       908.1,      1,      5811.6,      1
00:00:00 22/04/2013,         2.0,      1,         6.9,      1,        94.8,      1,         168,      1,         0.9,      1,       905.4,      1,      5074.2,      1
00:00:00 23/04/2013,         1.6,      1,         8.7,      1,        88.5,      1,         168,      1,         0.9,      1,       912.5,      1,      8234.9,      1
00:00:00 24/04/2013,         0.0,      1,        10.2,      1,        70.0,      1,         148,      1,         1.2,      1,       918.6,      1,     13628.1,      1
00:00:00 25/04/2013,         0.0,      1,        12.2,      1,        65.3,      1,         152,      1,         1.5,      1,       916.5,      1,     13043.9,      1
00:00:00 26/04/2013,         0.6,      1,        11.6,      1,        79.6,      1,         181,      1,         0.9,      1,       908.9,      1,      5397.6,      1
00:00:00 27/04/2013,         9.8,      1,         9.1,      1,        96.1,      1,         169,      1,         0.9,      1,       899.7,      1,      3218.5,      1
00:00:00 28/04/2013,         3.2,      1,        10.0,      1,        91.3,      1,         191,      1,         0.8,      1,       904.7,      1,      6805.9,      1
00:00:00 29/04/2013,         4.0,      1,        11.1,      1,        95.6,      1,         176,      1,         0.9,      1,       910.8,      1,      4432.3,      1
00:00:00 30/04/2013,         1.4,      1,        11.1,      1,        96.2,      1,         195,      1,         0.7,      1,       911.8,      1,      3617.7,      1
00:00:00 01/05/2013,         0.6,      1,        13.9,      1,        78.0,      1,         227,      1,         0.9,      1,       911.3,      1,      7064.9,      1
00:00:00 02/05/2013,        19.8,      1,        13.5,      1,        79.1,      1,         263,      1,         0.9,      1,       907.2,      1,      6714.0,      1
00:00:00 03/05/2013,         2.6,      1,        12.5,      1,        79.3,      1,         239,      1,         1.6,      1,       905.4,      1,     12356.3,      1
00:00:00 04/05/2013,         0.0,      1,        12.0,      1,        71.7,      1,         246,      1,         1.2,      1,       907.5,      1,     12603.3,      1
00:00:00 05/05/2013,         4.0,      1,        10.8,      1,        83.4,      1,          80,      1,         0.9,      1,       910.3,      1,      7906.2,      1
00:00:00 06/05/2013,         1.2,      1,        11.3,      1,        90.8,      1,         251,      1,         0.8,      1,       907.6,      1,      5679.0,      1
00:00:00 07/05/2013,         5.0,      1,        11.3,      1,        91.0,      1,         120,      1,         1.0,      1,       906.3,      1,      6154.0,      1
00:00:00 08/05/2013,         0.0,      1,        11.7,      1,        79.5,      1,         105,      1,         1.2,      1,       907.3,      1,     10424.8,      1
00:00:00 09/05/2013,         0.0,      1,        13.9,      1,        71.7,      1,         249,      1,         1.1,      1,       907.6,      1,      9915.4,      1
00:00:00 10/05/2013,         4.2,      1,        10.9,      1,        94.3,      1,         262,      1,         0.6,      1,       905.1,      1,      2146.7,      1
00:00:00 11/05/2013,        12.0,      1,         9.6,      1,        83.0,      1,         233,      1,         1.2,      1,       903.6,      1,      7854.9,      1
00:00:00 12/05/2013,         0.0,      1,         9.5,      1,        63.7,      1,          82,      1,         1.7,      1,       904.3,      1,     12473.3,      1
00:00:00 13/05/2013,         0.0,      1,         9.8,      1,        52.9,      1,         262,      1,         1.6,      1,       907.2,      1,     12271.1,      1
00:00:00 14/05/2013,         0.0,      1,        11.4,      1,        67.6,      1,         259,      1,         1.6,      1,       904.9,      1,     12310.4,      1
00:00:00 15/05/2013,         0.0,      1,        11.9,      1,        65.6,      1,         140,      1,         1.5,      1,       900.6,      1,      9341.2,      1
00:00:00 16/05/2013,        45.2,      1,         8.2,      1,        97.3,    140,         134,      1,         0.9,      1,       895.9,      1,      2180.3,      1
00:00:00 17/05/2013,        28.0,      1,         8.3,      1,        98.0,    140,         149,      1,         0.9,      1,       896.3,      1,      2574.8,      1
00:00:00 18/05/2013,         0.4,      1,         9.4,      1,        79.5,    140,         253,      1,         1.1,      1,       905.0,      1,      9434.9,      1
00:00:00 19/05/2013,         8.6,      1,         8.7,      1,        89.6,      1,         263,      1,         1.3,      1,       903.0,      1,      7395.8,      1
00:00:00 20/05/2013,         1.0,      1,         8.2,      1,        80.7,      1,          72,      1,         1.3,      1,       905.7,      1,      7824.4,      1
00:00:00 21/05/2013,         0.2,      1,         8.4,      1,        76.8,      1,          87,      1,         1.4,      1,       904.4,      1,     10941.0,      1
00:00:00 22/05/2013,         0.0,      1,        11.1,      1,        64.4,      1,         199,      1,         1.4,      1,       898.8,      1,     11289.9,      1
00:00:00 23/05/2013,        21.0,      1,        10.6,      1,        62.7,    140,         256,      1,         1.5,      1,       895.1,      1,     12942.1,      1
00:00:00 24/05/2013,        31.0,      1,         2.5,      1,        98.0,    140,          85,      1,         0.8,      1,       897.0,      1,      6780.5,      1
00:00:00 25/05/2013,         3.6,      1,         4.3,      1,        91.5,    140,          94,      1,         1.0,      1,       899.0,      1,     10151.1,      1
00:00:00 26/05/2013,         0.0,      1,         7.0,      1,        68.6,      1,          84,      1,         1.4,      1,       901.5,      1,     10711.5,      1
00:00:00 27/05/2013,         0.0,      1,        10.0,      1,        69.0,      1,         250,      1,         1.1,      1,       901.6,      1,     11660.0,      1
00:00:00 28/05/2013,         0.0,      1,        10.6,      1,        76.8,      1,         272,      1,         1.0,      1,       899.1,      1,      6855.8,      1
00:00:00 29/05/2013,         7.0,      1,         8.2,      1,        91.9,      1,         254,      1,         1.1,      1,       894.8,      1,      6755.8,      1
00:00:00 30/05/2013,         0.4,      1,         7.4,      1,        83.1,      1,         111,      1,         1.0,      1,       895.2,      1,      5577.1,      1
00:00:00 31/05/2013,         2.2,      1,         9.1,      1,        77.7,      1,         251,      1,         1.2,      1,       893.3,      1,      7276.9,      1
00:00:00 01/06/2013,         1.0,      1,        10.2,      1,        74.7,      1,          76,      1,         1.4,      1,       898.4,      1,      8681.3,      1
00:00:00 02/06/2013,         0.0,      1,        13.2,      1,        56.7,      1,          63,      1,         2.0,      1,       902.8,      1,      7214.8,      1
00:00:00 03/06/2013,         0.0,      1,        13.9,      1,        48.1,      1,         296,      1,         1.9,      1,       906.4,      1,     11656.4,      1
00:00:00 04/06/2013,         1.6,      1,        13.4,      1,        69.8,      1,          88,      1,         0.9,      1,       906.3,      1,      9924.4,      1
00:00:00 05/06/2013,         8.6,      1,        13.6,      1,        80.8,      1,          83,      1,         1.2,      1,       907.8,      1,     12245.4,      1
00:00:00 06/06/2013,         1.0,      1,        13.7,      1,        75.0,      1,          87,      1,         1.6,      1,       909.9,      1,     14256.4,      1
00:00:00 07/06/2013,         0.4,      1,        13.6,      1,        75.9,      1,          76,      1,         1.7,      1,       910.2,      1,     11145.6,      1
00:00:00 08/06/2013,         1.6,      1,        13.7,      1,        78.1,      1,          97,      1,         1.0,      1,       908.1,      1,     10409.5,      1
00:00:00 09/06/2013,        16.2,      1,        11.7,      1,        87.6,      1,          50,      1,         0.9,      1,       904.9,      1,      5065.2,      1
00:00:00 10/06/2013,         0.2,      1,        11.7,      1,        81.0,      1,         150,      1,         0.9,      1,       902.1,      1,      7739.4,      1
00:00:00 11/06/2013,         0.0,      1,        14.6,      1,        61.1,      1,         349,      1,         1.5,      1,       905.3,      1,     12967.1,      1
00:00:00 12/06/2013,         0.0,      1,        15.3,      1,        49.7,      1,          48,      1,         1.5,      1,       910.2,      1,     12931.5,      1
00:00:00 13/06/2013,         0.0,      1,        17.4,      1,        57.9,      1,         279,      1,         1.5,      1,       911.0,      1,     10327.8,      1
00:00:00 14/06/2013,         0.0,      1,        18.0,      1,        66.9,      1,         246,      1,         1.2,      1,       908.8,      1,      9636.5,      1
00:00:00 15/06/2013,         0.0,      1,        19.4,      1,        65.2,      1,         285,      1,         1.7,      1,       908.2,      1,     13211.9,      1
00:00:00 16/06/2013,         0.0,      1,        19.5,      1,        68.0,      1,         312,      1,         1.7,      1,       909.5,      1,     13210.0,      1
00:00:00 17/06/2013,         0.0,      1,        20.8,      1,        67.5,      1,         273,      1,         1.8,      1,       910.4,      1,     13752.3,      1
00:00:00 18/06/2013,         0.0,      1,        20.5,      1,        74.3,      1,         121,      1,         1.1,      1,       910.7,      1,      9616.7,      1
00:00:00 19/06/2013,         0.4,      1,        21.2,      1,        65.5,      1,          97,      1,         1.2,      1,       910.4,      1,     12439.1,      1
00:00:00 20/06/2013,         0.0,      1,        20.5,      1,        66.0,      1,         101,      1,         1.6,      1,       908.7,      1,     11138.5,      1
00:00:00 21/06/2013,         0.0,      1,        19.0,      1,        62.9,      1,         291,      1,         1.8,      1,       907.2,      1,     12356.9,      1
00:00:00 22/06/2013,         0.0,      1,        17.3,      1,        62.9,      1,         103,      1,         1.9,      1,       907.8,      1,     10652.1,      1
00:00:00 23/06/2013,         9.4,      1,        16.3,      1,        73.6,      1,         141,      1,         1.2,      1,       906.0,      1,      7685.9,      1
00:00:00 24/06/2013,        24.4,      1,         9.2,      1,        89.6,      1,         124,      1,         1.5,      1,       907.9,      1,      4056.5,      1
00:00:00 25/06/2013,         0.0,      1,        12.9,      1,        58.9,      1,          41,      1,         1.6,      1,       909.2,      1,     11793.5,      1
00:00:00 26/06/2013,         0.0,      1,        12.4,      1,        56.1,      1,          52,      1,         1.2,      1,       912.2,      1,      8647.8,      1
00:00:00 27/06/2013,        33.2,      1,        10.0,      1,        68.8,      1,         105,      1,         1.6,      1,       912.4,      1,     11923.6,      1
00:00:00 28/06/2013,        11.4,      1,         8.3,      1,        88.6,      1,          94,      1,         1.0,      1,       911.4,      1,      7071.8,      1
00:00:00 29/06/2013,         0.0,      1,        10.7,      1,        70.7,      1,           9,      1,         1.2,      1,       910.5,      1,      8773.4,      1
00:00:00 30/06/2013,         0.0,      1,        14.7,      1,        60.4,      1,         299,      1,         1.3,      1,       910.6,      1,     14228.7,      1
00:00:00 01/07/2013,        10.0,      1,        15.3,      1,        67.7,      1,         276,      1,         1.7,      1,       911.0,      1,     11925.3,      1
00:00:00 02/07/2013,         0.0,      1,        15.8,      1,        73.5,      1,          80,      1,         1.7,      1,       910.5,      1,     13300.4,      1
00:00:00 03/07/2013,         0.0,      1,        16.2,      1,        70.0,      1,          68,      1,         1.1,      1,       908.1,      1,      7399.3,      1
00:00:00 04/07/2013,         4.4,      1,        16.4,      1,        77.1,      1,          59,      1,         1.1,      1,       910.7,      1,     10350.9,      1
00:00:00 05/07/2013,         0.2,      1,        18.4,      1,        69.6,      1,          72,      1,         1.4,      1,       914.7,      1,     10592.3,      1
00:00:00 06/07/2013,         0.0,      1,        19.4,      1,        63.2,      1,          14,      1,         1.7,      1,       914.9,      1,     13502.7,      1
00:00:00 07/07/2013,         8.4,      1,        17.7,      1,        76.9,      1,          83,      1,         1.3,      1,       916.1,      1,     10894.7,      1
00:00:00 08/07/2013,         5.0,      1,        18.0,      1,        75.4,      1,         257,      1,         1.1,      1,       915.9,      1,     12009.7,      1
00:00:00 09/07/2013,         0.6,      1,        18.4,      1,        76.3,      1,          77,      1,         1.3,      1,       913.0,      1,     12736.0,      1
00:00:00 10/07/2013,         8.8,      1,        17.4,      1,        82.4,      1,          71,      1,         1.2,      1,       908.3,      1,      8346.0,      1
00:00:00 11/07/2013,         0.0,      1,        19.5,      1,        67.5,      1,         264,      1,         1.2,      1,       905.3,      1,     13730.6,      1
00:00:00 12/07/2013,         0.0,      1,        18.6,      1,        68.4,      1,         268,      1,         1.9,      1,       908.1,      1,     13595.1,      1
00:00:00 13/07/2013,         0.0,      1,        19.1,      1,        70.6,      1,         248,      1,         1.5,      1,       909.0,      1,     12652.3,      1
00:00:00 14/07/2013,         0.0,      1,        18.7,      1,        61.2,      1,         290,      1,         1.5,      1,       910.5,      1,     13659.1,      1
00:00:00 15/07/2013,         0.0,      1,        19.1,      1,        61.0,      1,         346,      1,         1.6,      1,       910.8,      1,     13323.2,      1
00:00:00 16/07/2013,         0.0,      1,        18.9,      1,        64.0,      1,         284,      1,         1.7,      1,       912.7,      1,     13046.0,      1
00:00:00 17/07/2013,         0.0,      1,        19.8,      1,        71.2,      1,         241,      1,         1.0,      1,       912.5,      1,     11974.2,      1
00:00:00 18/07/2013,         0.2,      1,        17.1,      1,        75.7,      1,          75,      1,         1.5,      1,       912.7,      1,      7470.0,      1
00:00:00 19/07/2013,         0.2,      1,        17.3,      1,        71.8,      1,          63,      1,         1.4,      1,       911.4,      1,     12631.1,      1
00:00:00 20/07/2013,         0.8,      1,        18.2,      1,        69.9,      1,          61,      1,         1.2,      1,       910.2,      1,     13206.3,      1
00:00:00 21/07/2013,         9.8,      1,        19.0,      1,        75.8,      1,          86,      1,         1.3,      1,       911.3,      1,     12412.6,      1
00:00:00 22/07/2013,         6.6,      1,        20.0,      1,        69.2,      1,         144,      1,         1.5,      1,       910.2,      1,     13441.6,      1
00:00:00 23/07/2013,         0.2,      1,        19.6,      1,        67.8,      1,          45,      1,         1.6,      1,       908.2,      1,     13506.0,      1
00:00:00 24/07/2013,         6.8,      1,        18.9,      1,        74.2,      1,          75,      1,         1.5,      1,       908.8,      1,     12846.6,      1
00:00:00 25/07/2013,         0.0,      1,        19.9,      1,        67.0,      1,          73,      1,         1.2,      1,       910.2,      1,     14120.1,      1
00:00:00 26/07/2013,         0.0,      1,        20.6,      1,        68.4,      1,          79,      1,         1.8,      1,       910.1,      1,     13371.9,      1
00:00:00 27/07/2013,         0.0,      1,        21.8,      1,        68.5,      1,          89,      1,         1.4,      1,       908.4,      1,     12825.6,      1
00:00:00 28/07/2013,         0.0,      1,        23.1,      1,        59.9,      1,         252,      1,         1.3,      1,       909.0,      1,     12760.9,      1
00:00:00 29/07/2013,        13.2,      1,        18.0,      1,        74.8,      1,           8,      1,         1.1,      1,       908.9,      1,      5912.6,      1
00:00:00 30/07/2013,         0.2,      1,        17.0,      1,        65.3,      1,          89,      1,         1.2,      1,       911.2,      1,     14724.2,      1
00:00:00 31/07/2013,         0.0,      1,        18.9,      1,        57.9,      1,         128,      1,         1.3,      1,       911.9,      1,     14019.9,      1
00:00:00 01/08/2013,         0.0,      1,        20.6,      1,        61.6,      1,          23,      1,         1.2,      1,       912.0,      1,     13854.0,      1
00:00:00 02/08/2013,         0.0,      1,        22.2,      1,        53.5,      1,           4,      1,         1.4,      1,       911.9,      1,     13889.6,      1
00:00:00 03/08/2013,         0.0,      1,        22.6,      1,        49.5,      1,          53,      1,         1.2,      1,       911.5,      1,     13300.4,      1
00:00:00 04/08/2013,         0.0,      1,        23.6,      1,        53.8,      1,         330,      1,         1.4,      1,       911.7,      1,     12755.3,      1
00:00:00 05/08/2013,         0.0,      1,        23.2,      1,        53.1,      1,         360,      1,         1.7,      1,       911.1,      1,     12996.0,      1
00:00:00 06/08/2013,         0.0,      1,        23.1,      1,        53.7,      1,          39,      1,         1.3,      1,       909.4,      1,     11807.6,      1
00:00:00 07/08/2013,         0.0,      1,        22.3,      1,        53.1,      1,         320,      1,         1.0,      1,       907.8,      1,      8993.3,      1
00:00:00 08/08/2013,         0.0,      1,        21.5,      1,        50.8,      1,         314,      1,         1.5,      1,       909.1,      1,      8146.2,      1
00:00:00 09/08/2013,         6.8,      1,        17.1,      1,        74.3,      1,          85,      1,         1.5,      1,       909.2,      1,      6685.8,      1
00:00:00 10/08/2013,         0.2,      1,        16.8,      1,        64.0,      1,          87,      1,         1.3,      1,       909.7,      1,     13099.5,      1
00:00:00 11/08/2013,         0.0,      1,        17.7,      1,        54.9,      1,         150,      1,         1.3,      1,       909.7,      1,     13616.4,      1
00:00:00 12/08/2013,         0.0,      1,        19.1,      1,        61.7,      1,         268,      1,         1.1,      1,       908.9,      1,     10961.1,      1
00:00:00 13/08/2013,         0.0,      1,        19.5,      1,        62.3,      1,         134,      1,         1.5,      1,       907.2,      1,     13842.6,      1
00:00:00 14/08/2013,         2.6,      1,        16.4,      1,        77.9,      1,         270,      1,         1.3,      1,       909.8,      1,      7921.9,      1
00:00:00 15/08/2013,         0.2,      1,        17.5,      1,        67.8,      1,         278,      1,         1.3,      1,       912.2,      1,     14366.1,      1
00:00:00 16/08/2013,         0.0,      1,        18.5,      1,        62.2,      1,         288,      1,         1.3,      1,       911.4,      1,     14109.3,      1
00:00:00 17/08/2013,         0.0,      1,        19.2,      1,        59.5,      1,          10,      1,         1.2,      1,       910.2,      1,     11392.8,      1
00:00:00 18/08/2013,         0.0,      1,        19.7,      1,        52.5,      1,         268,      1,         1.3,      1,       910.1,      1,     12015.0,      1
00:00:00 19/08/2013,        12.4,      1,        18.0,      1,        67.1,      1,         204,      1,         1.5,      1,       909.2,      1,     10219.8,      1
00:00:00 20/08/2013,         0.0,      1,        14.8,      1,        66.1,      1,          51,      1,         1.8,      1,       912.6,      1,      7877.8,      1
00:00:00 21/08/2013,         0.0,      1,        15.7,      1,        55.7,      1,          55,      1,         1.2,      1,       912.9,      1,     12679.3,      1
00:00:00 22/08/2013,         0.0,      1,        17.0,      1,        64.5,      1,         307,      1,         1.4,      1,       910.0,      1,     11874.3,      1
00:00:00 23/08/2013,         6.2,      1,        16.6,      1,        77.1,      1,          73,      1,         1.0,      1,       908.9,      1,      7574.2,      1
00:00:00 24/08/2013,        18.2,      1,        16.2,      1,        75.7,      1,         165,      1,         1.4,      1,       905.8,      1,     11851.0,      1
00:00:00 25/08/2013,         4.2,      1,        14.5,      1,        79.7,      1,         205,      1,         1.7,      1,       901.6,      1,     10076.2,      1
00:00:00 26/08/2013,         5.0,      1,        12.9,      1,        89.2,      1,         142,      1,         0.7,      1,       903.8,      1,      6206.5,      1
00:00:00 27/08/2013,         7.6,      1,        12.8,      1,        92.1,      1,         131,      1,         0.6,      1,       904.3,      1,      5134.1,      1
00:00:00 28/08/2013,         1.8,      1,        14.7,      1,        72.1,      1,          34,      1,         1.0,      1,       906.0,      1,      9110.2,      1
00:00:00 29/08/2013,         0.0,      1,        14.2,      1,        66.4,      1,          26,      1,         1.2,      1,       911.3,      1,     10731.9,      1
00:00:00 30/08/2013,         0.0,      1,        15.9,      1,        69.1,      1,         255,      1,         1.3,      1,       911.5,      1,     11243.7,      1
00:00:00 31/08/2013,         0.0,      1,        16.2,      1,        67.8,      1,           6,      1,         1.1,      1,       911.7,      1,     10945.4,      1
00:00:00 01/09/2013,         2.0,      1,        16.3,      1,        69.9,      1,         240,      1,         1.3,      1,       911.8,      1,     11329.8,      1
00:00:00 02/09/2013,         0.2,      1,        15.4,      1,        63.2,      1,         300,      1,         1.1,      1,       914.1,      1,      9775.2,      1
00:00:00 03/09/2013,         0.0,      1,        17.5,      1,        54.2,      1,          62,      1,         1.2,      1,       915.3,      1,     10968.6,      1
00:00:00 04/09/2013,         0.0,      1,        17.5,      1,        65.3,      1,         275,      1,         1.0,      1,       915.0,      1,     10880.3,      1
00:00:00 05/09/2013,         0.0,      1,        19.3,      1,        71.9,      1,         282,      1,         1.3,      1,       909.7,      1,     10658.8,      1
00:00:00 06/09/2013,         0.0,      1,        18.7,      1,        73.4,      1,         268,      1,         1.3,      1,       907.3,      1,      9316.9,      1
00:00:00 07/09/2013,         0.0,      1,        18.8,      1,        70.0,      1,         284,      1,         1.3,      1,       910.1,      1,     10340.0,      1
00:00:00 08/09/2013,         1.2,      1,        15.7,      1,        86.0,      1,         262,      1,         0.7,      1,       911.6,      1,      3583.1,      1
00:00:00 09/09/2013,        22.2,      1,        16.0,      1,        77.2,      1,         243,      1,         1.0,      1,       907.7,      1,     10431.2,      1
00:00:00 10/09/2013,        24.8,      1,        12.9,      1,        90.8,      1,         210,      1,         0.7,      1,       906.6,      1,      4338.1,      1
00:00:00 11/09/2013,         0.4,      1,        10.6,      1,        78.5,      1,         117,      1,         1.1,      1,       905.7,      1,      8298.2,      1
00:00:00 12/09/2013,         0.0,      1,        10.3,      1,        77.5,      1,         236,      1,         1.0,      1,       906.0,      1,     10733.9,      1
00:00:00 13/09/2013,         0.0,      1,        11.1,      1,        68.5,      1,          62,      1,         1.0,      1,       909.9,      1,      9171.3,      1
00:00:00 14/09/2013,         0.0,      1,        11.1,      1,        69.6,      1,          64,      1,         1.1,      1,       909.5,      1,      9290.8,      1
00:00:00 15/09/2013,         0.0,      1,        11.5,      1,        88.7,      1,         242,      1,         0.5,      1,       905.3,      1,      2882.9,      1
00:00:00 16/09/2013,         0.0,      1,        12.5,      1,        82.8,      1,         293,      1,         0.8,      1,       898.3,      1,      5772.6,      1
00:00:00 17/09/2013,         7.0,      1,         9.5,      1,        67.6,      1,          58,      1,         1.8,      1,       896.3,      1,      9284.3,      1
00:00:00 18/09/2013,         0.0,      1,         9.4,      1,        75.2,      1,         262,      1,         0.8,      1,       897.9,      1,      6443.1,      1
00:00:00 19/09/2013,         0.0,      1,        12.3,      1,        67.6,      1,          63,      1,         1.0,      1,       900.9,      1,      9356.3,      1
00:00:00 20/09/2013,         0.0,      1,        11.8,      1,        74.7,      1,          69,      1,         1.1,      1,       907.6,      1,      8975.0,      1
00:00:00 21/09/2013,         0.0,      1,        12.4,      1,        70.5,      1,          86,      1,         1.1,      1,       913.0,      1,      8530.5,      1
00:00:00 22/09/2013,         0.0,      1,        11.6,      1,        70.7,      1,          90,      1,         1.0,      1,       916.2,      1,      8199.9,      1
00:00:00 23/09/2013,         0.0,      1,        13.0,      1,        62.4,      1,          60,      1,         1.2,      1,       912.7,      1,      9035.7,      1
00:00:00 24/09/2013,         0.0,      1,        13.5,      1,        60.9,      1,          75,      1,         1.1,      1,       908.1,      1,      8979.7,      1
00:00:00 25/09/2013,         0.0,      1,        13.8,      1,        74.2,      1,         288,      1,         1.2,      1,       906.2,      1,      7942.9,      1
00:00:00 26/09/2013,         0.0,      1,        14.1,      1,        81.0,      1,         300,      1,         0.9,      1,       906.5,      1,      7064.3,      1
00:00:00 27/09/2013,         0.2,      1,        15.0,      1,        82.3,      1,         171,      1,         1.0,      1,       906.6,      1,      6987.1,      1
00:00:00 28/09/2013,         0.0,      1,        15.3,      1,        80.7,      1,         279,      1,         1.0,      1,       905.1,      1,      7085.4,      1
00:00:00 29/09/2013,        10.8,      1,        13.8,      1,        92.7,    140,         280,      1,         0.6,      1,       900.1,      1,      2187.3,      1
00:00:00 30/09/2013,         6.0,      1,        12.1,      1,        94.1,    140,         254,      1,         1.0,      1,       896.7,      1,      4188.1,      1
00:00:00 01/10/2013,         0.0,      1,        11.4,      1,        86.0,    140,         275,      1,         0.9,      1,       900.9,      1,      6823.8,      1
00:00:00 02/10/2013,         0.0,      1,        11.5,      1,        80.8,      1,         263,      1,         1.2,      1,       907.3,      1,      8068.0,      1
00:00:00 03/10/2013,         0.0,      1,         9.1,      1,        89.1,      1,         253,      1,         1.2,      1,       914.7,      1,      3462.1,      1
00:00:00 04/10/2013,         0.0,      1,         8.7,      1,        92.5,    140,         254,      1,         1.1,      1,       915.9,      1,      4792.2,      1
00:00:00 05/10/2013,         4.8,      1,         9.1,      1,        96.7,    140,         271,      1,         0.7,      1,       912.0,      1,      2771.5,      1
00:00:00 06/10/2013,         0.8,      1,        11.4,      1,        90.5,    140,         333,      1,         0.4,      1,       912.1,      1,      5545.3,      1
00:00:00 07/10/2013,         0.2,      1,        11.5,      1,        95.1,    140,           7,      1,         0.4,      1,       913.4,      1,      2796.7,      1
00:00:00 08/10/2013,         0.8,      1,        12.1,      1,        91.1,    140,         269,      1,         0.7,      1,       912.9,      1,      4488.8,      1
00:00:00 09/10/2013,         5.0,      1,        11.4,      1,        96.1,    140,         269,      1,         0.7,      1,       909.2,      1,      3715.6,      1
00:00:00 10/10/2013,        13.2,      1,         9.8,      1,        97.7,    140,           5,      1,         0.8,      1,       899.7,      1,      2546.1,      1
00:00:00 11/10/2013,        11.4,      1,         3.4,      1,        92.0,    140,         272,      1,         1.0,      1,       902.7,      1,      6561.4,      1
00:00:00 12/10/2013,        16.2,      1,         3.3,      1,        93.9,    140,         254,      1,         0.6,      1,       909.2,      1,      6635.5,      1
00:00:00 13/10/2013,         0.0,      1,         5.8,      1,        91.8,    140,         279,      1,         0.5,      1,       912.7,      1,      4168.9,      1
00:00:00 14/10/2013,         0.0,      1,         8.2,      1,        90.2,    140,         305,      1,         0.4,      1,       912.0,      1,      5053.5,      1
00:00:00 15/10/2013,         0.0,      1,         8.6,      1,        89.3,    140,         303,      1,         0.5,      1,       906.7,      1,      4278.2,      1
00:00:00 16/10/2013,         0.0,      1,         8.5,      1,        70.9,    140,          48,      1,         1.3,      1,       902.4,      1,      6488.9,      1
00:00:00 17/10/2013,         0.0,      1,         8.2,      1,        66.6,    140,          71,      1,         0.8,      1,       907.7,      1,      7056.0,      1
00:00:00 18/10/2013,         0.0,      1,         8.0,      1,        67.6,    140,          64,      1,         0.7,      1,       909.5,      1,      6924.3,      1
00:00:00 19/10/2013,         0.0,      1,         8.3,      1,        77.3,    140,          58,      1,         0.6,      1,       913.4,      1,      5275.2,      1
00:00:00 20/10/2013,         8.0,      1,         9.6,      1,        87.5,    140,         269,      1,         0.6,      1,       914.5,      1,      4888.6,      1
00:00:00 21/10/2013,         0.2,      1,        10.7,      1,        94.7,    140,          73,      1,         0.5,      1,       914.1,      1,      3951.8,      1
00:00:00 22/10/2013,         0.0,      1,        10.7,      1,        91.6,    140,          64,      1,         0.7,      1,       912.6,      1,      4762.3,      1
00:00:00 23/10/2013,        28.0,      1,        11.2,      1,        96.7,    140,          73,      1,         0.8,      1,       910.0,      1,      2011.5,      1
00:00:00 24/10/2013,         4.0,      1,        11.6,      1,        95.8,    140,         301,      1,         0.4,      1,       911.9,      1,      4040.5,      1
00:00:00 25/10/2013,         0.0,      1,        11.0,      1,        88.0,    140,          98,      1,         0.6,      1,       913.6,      1,      5778.5,      1
00:00:00 26/10/2013,         0.0,      1,        10.8,      1,        87.3,    140,          78,      1,         0.7,      1,       913.9,      1,      5847.5,      1
00:00:00 27/10/2013,         0.0,      1,        10.8,      1,        91.0,    140,          88,      1,         0.8,      1,       911.0,      1,      4738.5,      1
00:00:00 28/10/2013,         0.0,      1,        10.3,      1,        91.8,    140,           5,      1,         0.5,      1,       908.3,      1,      2903.1,      1
00:00:00 29/10/2013,        20.4,      1,         9.7,      1,        98.1,    140,          57,      1,         0.8,      1,       906.8,      1,      1676.6,      1
00:00:00 30/10/2013,        12.2,      1,         8.6,      1,        97.7,    140,         269,      1,         0.6,      1,       910.6,      1,      2489.2,      1
00:00:00 31/10/2013,         0.0,      1,         9.6,      1,        93.7,    140,         286,      1,         0.4,      1,       914.1,      1,      3066.8,      1
00:00:00 01/11/2013,         0.0,      1,         9.7,      1,        92.1,    140,         289,      1,         0.5,      1,       912.0,      1,      3842.8,      1
00:00:00 02/11/2013,         0.0,      1,         9.1,      1,        96.9,    140,         273,      1,         0.4,      1,       906.8,      1,      2551.6,      1
00:00:00 03/11/2013,         7.0,      1,         9.1,      1,        93.7,    140,          98,      1,         0.9,      1,       900.3,      1,      3513.1,      1
00:00:00 04/11/2013,         1.2,      1,         4.8,      1,        93.5,    140,           1,      1,         0.3,      1,       896.4,      1,      2506.1,      1
00:00:00 05/11/2013,         0.2,      1,         7.0,      1,        88.6,    140,          50,      1,         0.6,      1,       890.4,      1,      5582.1,      1
00:00:00 06/11/2013,         0.0,      1,         6.6,      1,        90.0,    140,          40,      1,         0.6,      1,       898.4,      1,      4078.6,      1
00:00:00 07/11/2013,         0.0,      1,         6.7,      1,        85.2,    140,          34,      1,         0.7,      1,       906.9,      1,      4986.7,      1
00:00:00 08/11/2013,         0.2,      1,         7.3,      1,        92.8,    140,         335,      1,         0.2,      1,       908.0,      1,      1565.7,      1
00:00:00 09/11/2013,        22.0,      1,         6.7,      1,        98.0,    140,         252,      1,         0.8,      1,       902.9,      1,      1403.2,      1
